time,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,label
2939311,0.65,0.03,0.73,2.18,-0.59,-0.13,42.74,27.43,-18.45,4
2939323,0.64,0.04,0.72,2.21,-0.4,0.06,42.74,27.43,-18.45,4
2939336,0.65,0.04,0.73,1.35,-0.16,0.68,42.74,27.43,-18.45,4
2939347,0.65,0.04,0.73,1.54,-0.07,0.98,42.79,27.55,-18.41,4
2939359,0.65,0.04,0.73,1.14,-0.38,0.92,42.79,27.55,-18.41,4
2939371,0.65,0.05,0.73,1.38,-1.24,0.08,42.79,27.55,-18.41,4
2939382,0.64,0.05,0.73,2.09,-1.43,-0.46,42.79,27.55,-18.41,4
2939396,0.64,0.04,0.73,2.89,-1.55,-1.46,42.82,27.52,-18.24,4
2939408,0.64,0.04,0.73,2.72,-1.65,-1.67,42.82,27.52,-18.24,4
2939419,0.65,0.03,0.73,2.39,-1.8,-1.54,42.82,27.52,-18.24,4
2939431,0.65,0.04,0.73,1.8,-2.03,-0.54,42.82,27.52,-18.24,4
2939443,0.65,0.04,0.73,1.75,-2.05,-0.21,42.82,27.52,-18.24,4
2939453,0.65,0.04,0.73,1.82,-2.04,-0.18,42.88,27.66,-18.21,4
2939466,0.65,0.03,0.73,2.14,-1.65,-0.42,42.88,27.66,-18.21,4
2939477,0.65,0.03,0.73,2.13,-1.72,-0.65,42.88,27.66,-18.21,4
2939490,0.65,0.03,0.73,1.65,-2.27,-1.02,42.88,27.66,-18.21,4
2939501,0.65,0.04,0.73,1.57,-2.46,-0.93,42.93,27.57,-18.21,4
2939513,0.65,0.04,0.73,1.72,-2.49,-0.78,42.93,27.57,-18.21,4
2939524,0.65,0.04,0.73,1.94,-2.66,-0.63,42.93,27.57,-18.21,4
2939535,0.65,0.03,0.73,2.03,-2.8,-0.6,42.93,27.57,-18.21,4
2939546,0.65,0.03,0.73,2.13,-2.95,-0.68,42.91,27.66,-18.14,4
2939559,0.64,0.03,0.73,2.27,-2.92,-0.75,42.91,27.66,-18.14,4
2939570,0.64,0.03,0.73,2.36,-2.54,-0.61,42.91,27.66,-18.14,4
2939580,0.65,0.03,0.73,2.54,-2.17,-0.48,42.91,27.66,-18.14,4
2939590,0.65,0.03,0.73,2.57,-1.96,-0.41,42.91,27.66,-18.14,4
2939602,0.65,0.03,0.74,2.14,-1.93,-0.12,42.8,27.74,-18.08,4
2939614,0.65,0.03,0.74,2.11,-1.8,-0.0,42.8,27.74,-18.08,4
2939626,0.65,0.03,0.74,2.1,-1.62,0.03,42.8,27.74,-18.08,4
2939637,0.64,0.03,0.73,2.22,-1.13,0.52,42.8,27.74,-18.08,4
2939648,0.64,0.03,0.73,2.13,-0.85,0.73,42.69,27.8,-18.01,4
2939661,0.64,0.03,0.73,1.47,-0.6,1.0,42.69,27.8,-18.01,4
2939672,0.65,0.03,0.73,1.19,-0.5,1.15,42.69,27.8,-18.01,4
2939684,0.65,0.04,0.73,1.09,-0.5,1.0,42.69,27.8,-18.01,4
2939698,0.65,0.05,0.73,1.47,-0.75,0.16,42.73,27.72,-17.86,4
2939710,0.65,0.04,0.73,1.84,-0.95,-0.2,42.73,27.72,-17.86,4
2939723,0.64,0.03,0.73,2.44,-1.12,-0.65,42.73,27.72,-17.86,4
2939735,0.64,0.03,0.73,2.38,-1.18,-0.58,42.73,27.72,-17.86,4
