sens_x,sens_y,sens_z,label,window,supine,prone,side,sitting,unknown
1.74,-1.16,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.74,-1.16,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.74,-1.16,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.74,-1.15,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.74,-1.15,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.74,-1.15,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.73,-1.15,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.73,-1.15,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.73,-1.14,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.73,-1.14,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.73,-1.14,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.73,-1.14,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.73,-1.13,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.73,-1.13,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.73,-1.13,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.72,-1.13,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.72,-1.13,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.72,-1.12,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.72,-1.12,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.72,-1.12,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.72,-1.12,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.72,-1.12,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.72,-1.11,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.72,-1.11,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.72,-1.11,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.72,-1.11,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
1.71,-1.11,0.06,2.0,1960,0.0,0.0,1.0,0.0,0.0
