sens_x,sens_y,sens_z,window,supine,prone,side,sitting,unknown
0.00086,-0.00043,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00086,-0.00043,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00086,-0.00043,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00086,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00087,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00087,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00087,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00087,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00087,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00087,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00087,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00087,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00042,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00041,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00041,0.00014,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00041,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00041,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00041,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.00041,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.0004,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.0004,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.0004,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.0004,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.0004,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.0004,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.0004,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.0004,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00088,-0.0004,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00089,-0.0004,0.00013,4585,1.0,0.0,0.0,0.0,0.0
0.00089,-0.0004,0.00012,4585,1.0,0.0,0.0,0.0,0.0
0.00089,-0.0004,0.00012,4585,1.0,0.0,0.0,0.0,0.0
0.00089,-0.0004,0.00012,4585,1.0,0.0,0.0,0.0,0.0
0.00089,-0.0004,0.00012,4585,1.0,0.0,0.0,0.0,0.0
0.00089,-0.0004,0.00012,4585,1.0,0.0,0.0,0.0,0.0
