sens_x,sens_y,sens_z,window,supine,prone,side,sitting,unknown
0.01005,0.08055,0.09658,4859,0.0,1.0,0.0,0.0,0.0
0.01005,0.08055,0.09658,4859,0.0,1.0,0.0,0.0,0.0
0.01005,0.08055,0.0966,4859,0.0,1.0,0.0,0.0,0.0
0.01008,0.08052,0.0966,4859,0.0,1.0,0.0,0.0,0.0
0.01008,0.08052,0.0966,4859,0.0,1.0,0.0,0.0,0.0
0.01008,0.08052,0.0966,4859,0.0,1.0,0.0,0.0,0.0
0.01008,0.08052,0.09662,4859,0.0,1.0,0.0,0.0,0.0
0.01008,0.08052,0.09662,4859,0.0,1.0,0.0,0.0,0.0
0.0101,0.0805,0.09662,4859,0.0,1.0,0.0,0.0,0.0
0.0101,0.0805,0.09662,4859,0.0,1.0,0.0,0.0,0.0
0.0101,0.0805,0.09665,4859,0.0,1.0,0.0,0.0,0.0
0.0101,0.0805,0.09665,4859,0.0,1.0,0.0,0.0,0.0
0.0101,0.0805,0.09665,4859,0.0,1.0,0.0,0.0,0.0
0.0101,0.0805,0.09668,4859,0.0,1.0,0.0,0.0,0.0
0.01012,0.08047,0.09668,4859,0.0,1.0,0.0,0.0,0.0
0.01012,0.08047,0.09668,4859,0.0,1.0,0.0,0.0,0.0
0.01012,0.08047,0.09668,4859,0.0,1.0,0.0,0.0,0.0
0.01012,0.08047,0.0967,4859,0.0,1.0,0.0,0.0,0.0
0.01012,0.08047,0.0967,4859,0.0,1.0,0.0,0.0,0.0
0.01015,0.08045,0.0967,4859,0.0,1.0,0.0,0.0,0.0
0.01015,0.08045,0.0967,4859,0.0,1.0,0.0,0.0,0.0
0.01015,0.08045,0.09672,4859,0.0,1.0,0.0,0.0,0.0
0.01015,0.08045,0.09672,4859,0.0,1.0,0.0,0.0,0.0
0.01015,0.08045,0.09672,4859,0.0,1.0,0.0,0.0,0.0
0.01018,0.08043,0.09672,4859,0.0,1.0,0.0,0.0,0.0
0.01018,0.08043,0.09675,4859,0.0,1.0,0.0,0.0,0.0
0.01018,0.08043,0.09675,4859,0.0,1.0,0.0,0.0,0.0
0.01018,0.08043,0.09675,4859,0.0,1.0,0.0,0.0,0.0
0.01018,0.08043,0.09678,4859,0.0,1.0,0.0,0.0,0.0
0.0102,0.0804,0.09678,4859,0.0,1.0,0.0,0.0,0.0
0.0102,0.0804,0.09678,4859,0.0,1.0,0.0,0.0,0.0
0.0102,0.0804,0.09678,4859,0.0,1.0,0.0,0.0,0.0
0.0102,0.0804,0.0968,4859,0.0,1.0,0.0,0.0,0.0
0.0102,0.0804,0.0968,4859,0.0,1.0,0.0,0.0,0.0
0.0102,0.0804,0.0968,4859,0.0,1.0,0.0,0.0,0.0
0.01022,0.08038,0.0968,4859,0.0,1.0,0.0,0.0,0.0
0.01022,0.08038,0.09682,4859,0.0,1.0,0.0,0.0,0.0
0.01022,0.08038,0.09682,4859,0.0,1.0,0.0,0.0,0.0
0.01022,0.08038,0.09682,4859,0.0,1.0,0.0,0.0,0.0
0.01022,0.08038,0.09685,4859,0.0,1.0,0.0,0.0,0.0
0.01025,0.08035,0.09685,4859,0.0,1.0,0.0,0.0,0.0
0.01025,0.08035,0.09685,4859,0.0,1.0,0.0,0.0,0.0
0.01025,0.08035,0.09685,4859,0.0,1.0,0.0,0.0,0.0
0.01025,0.08035,0.09688,4859,0.0,1.0,0.0,0.0,0.0
0.01025,0.08035,0.09688,4859,0.0,1.0,0.0,0.0,0.0
0.01028,0.08033,0.09688,4859,0.0,1.0,0.0,0.0,0.0
0.01028,0.08033,0.09688,4859,0.0,1.0,0.0,0.0,0.0
0.01028,0.08033,0.0969,4859,0.0,1.0,0.0,0.0,0.0
0.01028,0.08033,0.0969,4859,0.0,1.0,0.0,0.0,0.0
0.01028,0.08033,0.0969,4859,0.0,1.0,0.0,0.0,0.0
0.0103,0.0803,0.0969,4859,0.0,1.0,0.0,0.0,0.0
0.0103,0.0803,0.09693,4859,0.0,1.0,0.0,0.0,0.0
0.0103,0.0803,0.09693,4859,0.0,1.0,0.0,0.0,0.0
0.0103,0.0803,0.09693,4859,0.0,1.0,0.0,0.0,0.0
0.0103,0.0803,0.09695,4859,0.0,1.0,0.0,0.0,0.0
0.0103,0.0803,0.09695,4859,0.0,1.0,0.0,0.0,0.0
0.01032,0.08028,0.09695,4859,0.0,1.0,0.0,0.0,0.0
0.01032,0.08028,0.09695,4859,0.0,1.0,0.0,0.0,0.0
0.01032,0.08028,0.09698,4859,0.0,1.0,0.0,0.0,0.0
0.01032,0.08028,0.09698,4859,0.0,1.0,0.0,0.0,0.0
0.01032,0.08028,0.09698,4859,0.0,1.0,0.0,0.0,0.0
0.01035,0.08025,0.09698,4859,0.0,1.0,0.0,0.0,0.0
0.01035,0.08025,0.097,4859,0.0,1.0,0.0,0.0,0.0
0.01035,0.08025,0.097,4859,0.0,1.0,0.0,0.0,0.0
0.01035,0.08025,0.097,4859,0.0,1.0,0.0,0.0,0.0
0.01035,0.08025,0.09702,4859,0.0,1.0,0.0,0.0,0.0
0.01038,0.08023,0.09702,4859,0.0,1.0,0.0,0.0,0.0
0.01038,0.08023,0.09702,4859,0.0,1.0,0.0,0.0,0.0
0.01038,0.08023,0.09702,4859,0.0,1.0,0.0,0.0,0.0
0.01038,0.08023,0.09705,4859,0.0,1.0,0.0,0.0,0.0
0.01038,0.08023,0.09705,4859,0.0,1.0,0.0,0.0,0.0
0.01038,0.08023,0.09705,4859,0.0,1.0,0.0,0.0,0.0
0.0104,0.0802,0.09705,4859,0.0,1.0,0.0,0.0,0.0
0.0104,0.0802,0.09708,4859,0.0,1.0,0.0,0.0,0.0
0.0104,0.0802,0.09708,4859,0.0,1.0,0.0,0.0,0.0
0.0104,0.0802,0.09708,4859,0.0,1.0,0.0,0.0,0.0
0.0104,0.0802,0.0971,4859,0.0,1.0,0.0,0.0,0.0
0.01042,0.08018,0.0971,4859,0.0,1.0,0.0,0.0,0.0
0.01042,0.08018,0.0971,4859,0.0,1.0,0.0,0.0,0.0
0.01042,0.08018,0.0971,4859,0.0,1.0,0.0,0.0,0.0
0.01042,0.08018,0.09712,4859,0.0,1.0,0.0,0.0,0.0
0.01042,0.08018,0.09712,4859,0.0,1.0,0.0,0.0,0.0
