sens_x,sens_y,sens_z,window,supine,prone,side,sitting,unknown
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0025,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.0275,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
-0.03,-0.0,-0.2525,5064,0.0,1.0,0.0,0.0,0.0
