sens_x,sens_y,sens_z,label,window,supine,prone,side,sitting,unknown
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
2.22,-0.86,0.68,0.0,4057,1.0,0.0,0.0,0.0,0.0
