sens_x,sens_y,sens_z,window,supine,prone,side,sitting,unknown
0.05295,-0.064,0.04158,1550,0.0,0.0,0.0,0.0,1.0
0.05295,-0.064,0.04158,1550,0.0,0.0,0.0,0.0,1.0
0.05295,-0.06398,0.04158,1550,0.0,0.0,0.0,0.0,1.0
0.05298,-0.06398,0.04158,1550,0.0,0.0,0.0,0.0,1.0
0.05298,-0.06398,0.04158,1550,0.0,0.0,0.0,0.0,1.0
0.05298,-0.06395,0.04158,1550,0.0,0.0,0.0,0.0,1.0
0.05298,-0.06395,0.04155,1550,0.0,0.0,0.0,0.0,1.0
0.05298,-0.06395,0.04155,1550,0.0,0.0,0.0,0.0,1.0
0.053,-0.06392,0.04155,1550,0.0,0.0,0.0,0.0,1.0
0.053,-0.06392,0.04155,1550,0.0,0.0,0.0,0.0,1.0
0.053,-0.06392,0.04155,1550,0.0,0.0,0.0,0.0,1.0
0.053,-0.0639,0.04155,1550,0.0,0.0,0.0,0.0,1.0
0.053,-0.0639,0.04155,1550,0.0,0.0,0.0,0.0,1.0
0.053,-0.0639,0.04155,1550,0.0,0.0,0.0,0.0,1.0
0.05302,-0.06388,0.04155,1550,0.0,0.0,0.0,0.0,1.0
0.05302,-0.06388,0.04155,1550,0.0,0.0,0.0,0.0,1.0
0.05302,-0.06388,0.04155,1550,0.0,0.0,0.0,0.0,1.0
0.05302,-0.06385,0.04152,1550,0.0,0.0,0.0,0.0,1.0
0.05302,-0.06385,0.04152,1550,0.0,0.0,0.0,0.0,1.0
0.05305,-0.06385,0.04152,1550,0.0,0.0,0.0,0.0,1.0
0.05305,-0.06383,0.04152,1550,0.0,0.0,0.0,0.0,1.0
0.05305,-0.06383,0.04152,1550,0.0,0.0,0.0,0.0,1.0
0.05305,-0.06383,0.04152,1550,0.0,0.0,0.0,0.0,1.0
0.05305,-0.0638,0.04152,1550,0.0,0.0,0.0,0.0,1.0
0.05308,-0.0638,0.04152,1550,0.0,0.0,0.0,0.0,1.0
0.05308,-0.0638,0.04152,1550,0.0,0.0,0.0,0.0,1.0
0.05308,-0.06378,0.04152,1550,0.0,0.0,0.0,0.0,1.0
0.05308,-0.06378,0.04152,1550,0.0,0.0,0.0,0.0,1.0
0.05308,-0.06375,0.0415,1550,0.0,0.0,0.0,0.0,1.0
0.0531,-0.06375,0.0415,1550,0.0,0.0,0.0,0.0,1.0
0.0531,-0.06375,0.0415,1550,0.0,0.0,0.0,0.0,1.0
0.0531,-0.06372,0.0415,1550,0.0,0.0,0.0,0.0,1.0
0.0531,-0.06372,0.0415,1550,0.0,0.0,0.0,0.0,1.0
0.0531,-0.06372,0.0415,1550,0.0,0.0,0.0,0.0,1.0
0.0531,-0.0637,0.0415,1550,0.0,0.0,0.0,0.0,1.0
0.05312,-0.0637,0.0415,1550,0.0,0.0,0.0,0.0,1.0
0.05312,-0.0637,0.0415,1550,0.0,0.0,0.0,0.0,1.0
0.05312,-0.06368,0.0415,1550,0.0,0.0,0.0,0.0,1.0
0.05312,-0.06368,0.0415,1550,0.0,0.0,0.0,0.0,1.0
