sens_x,sens_y,sens_z,window,supine,prone,side,sitting,unknown
0.0125,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.0125,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.0125,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.0125,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.0125,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.0125,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.0125,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.0125,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.0125,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.0125,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0475,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.045,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0425,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0425,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0425,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0425,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0425,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.0425,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.04,2028,0.0,0.0,1.0,0.0,0.0
0.015,-0.2475,-0.04,2028,0.0,0.0,1.0,0.0,0.0
