sens_x,sens_y,sens_z,label,window,supine,prone,side,sitting,unknown
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
1.94,-1.09,-0.28,0.0,4006,1.0,0.0,0.0,0.0,0.0
