sens_x,sens_y,sens_z,label,window,supine,prone,side,sitting,unknown
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
16.95,-3.08,40.81,1.0,977,0.0,1.0,0.0,0.0,0.0
