sens_x,sens_y,sens_z,label,window,supine,prone,side,sitting,unknown
-18.72,8.53,-16.66,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.72,8.53,-16.66,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.72,8.54,-16.66,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.72,8.54,-16.65,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.72,8.54,-16.65,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.71,8.54,-16.65,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.71,8.55,-16.65,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.71,8.55,-16.64,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.71,8.55,-16.64,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.71,8.55,-16.64,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.71,8.56,-16.64,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.71,8.56,-16.64,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.71,8.56,-16.63,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.7,8.56,-16.63,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.7,8.57,-16.63,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.7,8.57,-16.63,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.7,8.57,-16.62,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.7,8.57,-16.62,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.7,8.58,-16.62,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.7,8.58,-16.62,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.7,8.58,-16.62,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.69,8.58,-16.61,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.69,8.59,-16.61,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.69,8.59,-16.61,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.69,8.59,-16.61,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.69,8.59,-16.6,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.69,8.6,-16.6,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.69,8.6,-16.6,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.69,8.6,-16.6,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.69,8.61,-16.6,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.68,8.61,-16.59,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.68,8.61,-16.59,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.68,8.61,-16.59,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.68,8.62,-16.59,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.68,8.62,-16.59,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.68,8.62,-16.58,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.68,8.62,-16.58,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.68,8.63,-16.58,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.67,8.63,-16.58,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.67,8.63,-16.57,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.67,8.63,-16.57,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.67,8.64,-16.57,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.67,8.64,-16.57,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.67,8.64,-16.57,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.67,8.64,-16.56,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.67,8.65,-16.56,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.66,8.65,-16.56,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.66,8.65,-16.56,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.66,8.65,-16.55,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.66,8.66,-16.55,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.66,8.66,-16.55,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.66,8.66,-16.55,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.66,8.67,-16.55,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.66,8.67,-16.54,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.66,8.67,-16.54,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.65,8.67,-16.54,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.65,8.68,-16.54,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.65,8.68,-16.53,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.65,8.68,-16.53,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.65,8.68,-16.53,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.65,8.69,-16.53,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.65,8.69,-16.53,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.65,8.69,-16.52,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.64,8.69,-16.52,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.64,8.7,-16.52,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.64,8.7,-16.52,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.64,8.7,-16.51,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.64,8.7,-16.51,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.64,8.71,-16.51,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.64,8.71,-16.51,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.64,8.71,-16.51,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.63,8.71,-16.5,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.63,8.72,-16.5,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.63,8.72,-16.5,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.63,8.72,-16.5,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.63,8.72,-16.5,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.63,8.73,-16.49,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.63,8.73,-16.49,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.63,8.73,-16.49,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.63,8.74,-16.49,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.62,8.74,-16.48,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.62,8.74,-16.48,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.62,8.74,-16.48,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.62,8.75,-16.48,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.62,8.75,-16.48,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.62,8.75,-16.47,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.62,8.75,-16.47,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.62,8.76,-16.47,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.61,8.76,-16.47,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.61,8.76,-16.46,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.61,8.76,-16.46,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.61,8.77,-16.46,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.61,8.77,-16.46,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.61,8.77,-16.46,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.61,8.77,-16.45,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.61,8.78,-16.45,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.6,8.78,-16.45,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.6,8.78,-16.45,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.6,8.78,-16.44,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.6,8.79,-16.44,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.6,8.79,-16.44,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.6,8.79,-16.44,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.6,8.79,-16.44,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.6,8.79,-16.44,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.6,8.79,-16.44,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.6,8.79,-16.44,4.0,4676,0.0,0.0,0.0,0.0,1.0
-18.6,8.79,-16.44,4.0,4676,0.0,0.0,0.0,0.0,1.0
